fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
10,Delaware,DE,2016,0,0,0,0,1,952065,458594,493471,204214,663785,255425,227680,596681,200630,86907,38495,2863,24622,1867,45616,42908,203052,68315,384966,128327,82177,35000,47522.476421142615,24523.08075394012,40,40.012471837532104,0.4816834985006276,0.5183165014993724,0.6267229653437528,0.3732770346562472,0.2107314101453157,0.09128263301350223,0.040433163702058156,0.003007147621223341,0.02586167961221135,0.0019610005619364224,78.43,5.179166666666669,595470,210504,0.8970826397101471,0.3171267805087491,0.12380062821546133,1.3380100484343576,5.58673365622905,0.7949574239013409,5.570212111466884,5.581226474641661,5.422967602946497,5.391904367858467,443814,0.642,0.5920000000000001,0.6295743060077198
11,District of Columbia,DC,2008,1,0,0,0,0,591833,279836,311997,111985,403076,166410,99756,194484,312228,51260,19389,1717,10640,2115,52386,50572,127303,58291,150791,84730,109264,44060,64080.396199225506,38038.1054575953,35,36.99935285798528,0.4728293285436939,0.5271706714563061,0.328612970212881,0.671387029787119,0.5275609842641421,0.0866122706912254,0.0327609308707017,0.002901156238330745,0.017978044482142765,0.003573643240576311,74.77,3.654166666666665,344785,193994,0.8553845924837996,0.48128392660441205,0.2710754299437327,1.6077439490319443,7.384959660212962,0.7649960939847364,4.714174113849613,6.494697811425179,7.018972645199115,5.5022495483445555,265853,0.615,0.552,0.6193055283780132
11,District of Columbia,DC,2010,0,1,0,0,0,604453,285147,319306,100780,417565,165860,100212,210235,305404,55203,21050,1311,10176,1074,49177,46584,121884,53826,154498,96865,112376,45337.799999999996,66742.38504659223,38572.79358076939,33,36.802982200435764,0.47174387421354513,0.5282561257864549,0.34781033430225344,0.6521896656977466,0.5052568189751726,0.09132719996426521,0.03482487472144236,0.002168903123981517,0.016835055827334796,0.0017768130855500758,77.01,4.587500000000002,363739,209241,0.8710955180630561,0.5010980326416247,0.2691221725958833,1.641315723300564,7.608771488670426,0.734860725913421,3.853163597526315,6.356902191622389,7.217178505909306,5.9483477646678535,132656,0.289,0.262,0.2902191914484925
11,District of Columbia,DC,2012,0,0,1,0,0,632323,298252,334071,109354,440853,168732,103698,222581,309235,63098,22169,1633,11793,1814,54949,50440,126253,47580,156717,104476,132080,47263.5,67528.60172701556,39943.478767439905,33,36.5635126351564,0.4716766589227341,0.5283233410772659,0.35200522517763866,0.6479947748223613,0.489045946454581,0.09978760854816289,0.03505961352030529,0.002582540884959111,0.018650278417833923,0.002868786996519184,78.08,5.033333333333333,393273,236556,0.8920728678266905,0.5365870256071752,0.29960100078711044,1.728260894220976,8.188405961473174,0.7482457388047318,4.235592537278052,6.870801486741467,7.5055717113663825,6.378946465787266,293764,0.615,0.555,0.621684595019565
11,District of Columbia,DC,2014,0,0,0,1,0,658893,313104,345789,114195,464801,170706,106084,234901,314259,68232,25104,1578,13846,973,56897,50972,132500,46075,164073,114055,140598,46515.200000000004,66221.7282015384,39916.40479975474,33,36.585296853965666,0.47519703502693156,0.5248029649730684,0.3565085681590182,0.6434914318409818,0.4769499751856523,0.10355550901284427,0.03810026817707883,0.0023949260350314846,0.021014034145149515,0.0014767192852253705,78.5,5.208333333333334,418726,254653,0.9008715557840883,0.547875327290604,0.30249074335038006,1.7512376264250724,8.34158417616715,0.7761883003526531,5.0339514386472315,7.239039930327176,7.394926756525816,6.532877882667501,175071,0.353,0.32,0.3545914130509635
11,District of Columbia,DC,2016,0,0,0,0,1,681170,323160,358010,120453,479160,176426,112423,247757,316344,74277,26159,848,14271,1514,49939,45940,138722,48166,156477,115562,158955,50000,70058.34346880192,42026.68195898234,33,36.50893315912327,0.47441901434296874,0.5255809856570313,0.3637227123919139,0.6362772876080861,0.4644127016750591,0.10904326379611551,0.038403041825095054,0.0012449168342704463,0.020950717148435778,0.0022226463291102074,78.01,5.004166666666668,430994,274517,0.8994782536104851,0.5729130144419401,0.3317367893814175,1.8041280574338425,8.69418704955895,0.7862900026073254,5.322571503066441,7.570315200728114,7.895793083238595,6.687757169010873,311268,0.604,0.5539999999999999,0.6046657096179511
12,Florida,FL,2008,1,0,0,0,0,18328340,8996694,9331646,4008967,12706706,4942568,4210088,11011540,2721974,3846267,421372,37220,237443,52524,1798991,1625514,3773557,1877426,7551699,2132265,1145316,29740.499999999996,42044.817244189835,21642.0465129255,40,39.86001296353079,0.4908624567200303,0.5091375432799697,0.6007930887358047,0.3992069112641953,0.14851175829344065,0.20985353829097453,0.022990188964194247,0.0020307349165281743,0.012954964824965054,0.00286572597409258,78.49,5.204166666666664,10829280,3277581,0.8522491981792921,0.25794104309960425,0.09013476820822013,1.2003250094871165,4.6688333965807765,0.7634810487179944,4.670887106228411,4.669517966463321,4.294010482215397,4.70791683604011,8390744,0.6609999999999999,0.5760000000000001,0.6610081299941964
12,Florida,FL,2010,0,1,0,0,0,18843326,9210758,9632568,3999244,13078091,5138021,4414430,10883649,2871435,4253268,453565,39297,290185,51927,1891430,1713197,3982528,1897972,7797684,2186541,1195894,27644.999999999996,40375.48473422668,19459.88279756855,40,40.124309636207535,0.4888074430172253,0.5111925569827747,0.5775864091084557,0.4224135908915443,0.15238472231494588,0.22571747684034124,0.024070326013571064,0.002085459859899468,0.015399882165176147,0.002755723697610496,79.03,5.429166666666667,11180119,3382435,0.8548739261716408,0.25863369508592654,0.091442550751482,1.2049501720090494,4.6996678133936625,0.7751093271125206,5.003123631786303,4.800819752857876,3.787452104866702,4.621666193619725,5411106,0.41700000000000004,0.363,0.4120899695641231
12,Florida,FL,2012,0,0,1,0,0,19317568,9445180,9872388,3997922,13504989,5188797,4689697,10969901,2974960,4484248,488492,40922,314577,44468,1841271,1679373,4023447,1833567,8054224,2334224,1282974,27307.8,39759.69155629746,19160.421862168932,41,40.53463132626217,0.48894250042241344,0.5110574995775866,0.5678717424470824,0.4321282575529176,0.15400282271557164,0.23213315464969503,0.025287448192236207,0.0021183826038557235,0.016284503308076875,0.0023019460834821444,79.6,5.666666666666664,11671422,3617198,0.8642303966334219,0.26784161023752034,0.09500000333210194,1.2270720102030441,4.8471467346869606,0.7754103696868465,5.011724848195616,4.902006105856512,3.7023668993731484,4.685187648420837,8474179,0.628,0.551,0.6212616858914773
12,Florida,FL,2014,0,0,0,1,0,19893297,9724810,10168487,4052007,14041893,5218423,5046117,11058503,3087817,4789830,523491,38079,342232,53345,1847443,1683854,4035279,1796825,8404094,2451811,1389163,27302.4,39951.05145087664,19392.45564261836,41,40.989323489213476,0.4888485805042774,0.5111514194957226,0.555890911395934,0.44410908860406595,0.15521896646895686,0.24077607648445604,0.026314944174412117,0.0019141623432254594,0.017203382626821487,0.002681556506194021,79.71,5.712499999999997,12245068,3840974,0.8720382643565223,0.27353676601865573,0.09892989499350266,1.2445049253686806,4.963366169124537,0.7732755662007469,4.950730462878484,4.9591542670425195,3.700995793928926,4.715388438359601,5951561,0.428,0.376,0.42038410062387005
12,Florida,FL,2016,0,0,0,0,1,20612439,10072621,10539818,4142576,14696192,5251461,5394597,11267674,3166600,5127849,555966,37638,393258,63454,1900973,1733625,4069694,1847459,8636204,2682126,1530403,29000,42137.6365613528,20690.043762943336,42,41.39916824010977,0.4886671101852624,0.5113328898147376,0.5466443830349237,0.4533556169650763,0.15362568204568125,0.24877449000576787,0.026972353926675054,0.0018259847852066416,0.01907867380468658,0.0030784323970588826,79.46,5.608333333333331,12848733,4212529,0.8742899521182086,0.28664085226975805,0.10413602380807219,1.2650668281960389,5.100445521306925,0.7749641480723174,4.998975659209069,5.066622233940973,4.119202486868895,4.89164758713157,9420039,0.645,0.569,0.6392431365454331
13,Georgia,GA,2008,1,0,0,0,0,9685744,4767674,4918070,2548740,6193117,3060884,1426797,5620121,2848804,780408,277831,16377,111918,30285,605494,531322,2331582,992857,3502275,1097366,600619,31943.499999999996,44036.29368677359,23390.75759671363,34,35.032638070962854,0.4922362185083562,0.5077637814916438,0.5802467007180863,0.41975329928191374,0.2941234044591722,0.0805728501599877,0.02868452851944053,0.0016908355207405853,0.011554920303489334,0.003126760319083387,76.79,4.495833333333336,5200260,1697985,0.8396837973511562,0.27417292455479203,0.0969816975845927,1.2108384194905408,4.738922796603606,0.7617348452277185,4.620995577934815,4.699613723714009,4.789435097634059,4.659996096751751,3924440,0.625,0.556,0.5941006545576974
13,Georgia,GA,2010,0,1,0,0,0,9712587,4742690,4969897,2492676,6237708,3073138,1543769,5419185,2949644,856417,314638,17333,136867,18503,613377,544404,2372822,985104,3551629,1084889,616086,29856.6,42671.829985636,20952.561243204615,35,35.60284093208123,0.488303476715318,0.5116965232846821,0.5579548476631406,0.44204515233685937,0.3036929295974389,0.08817599265777491,0.03239487069716853,0.0017845914790776134,0.01409171418490254,0.001905053720496918,77.27,4.695833333333332,5252604,1700975,0.8420727613411849,0.2726923094187801,0.09876800901869726,1.2135330797786623,4.756887198524415,0.7721169696902644,4.917627705436128,4.8104673674949865,4.32102259179139,4.6042846106165145,2576161,0.39799999999999996,0.355,0.38591241084759553
13,Georgia,GA,2012,0,0,1,0,0,9919945,4851227,5068718,2490232,6411095,3130608,1660250,5461483,3019232,903300,337086,18058,160383,20403,588853,534231,2429305,951113,3644469,1150071,665442,29408.4,42015.69281904027,20348.827858721543,35,36.08659271800398,0.4890376912371994,0.5109623087628006,0.5505557742507645,0.4494442257492355,0.3043597519945927,0.09105897260519086,0.033980631949068266,0.0018203729960196353,0.016167730768668575,0.00205676543569546,77.76,4.900000000000002,5459982,1815513,0.8516457796990997,0.28318298200229447,0.10379537348924013,1.2386241351906342,4.924160901270895,0.7759850482717734,5.0281442363363835,4.958822012959391,4.216157074289321,4.679115809587316,3900050,0.59,0.523,0.5655949794372606
13,Georgia,GA,2014,0,0,0,1,0,10097343,4923770,5173573,2490299,6575976,3145003,1800745,5472395,3115397,923184,375457,14398,170985,25527,579145,532499,2444675,945756,3720815,1192632,716773,30336.000000000004,42197.32893412009,20766.81921979293,36,36.56937117021776,0.48763026075275445,0.5123697392472455,0.5419638611860566,0.45803613881394345,0.30853631494938816,0.09142840844368662,0.03718374229735486,0.001425919670154812,0.016933662647688606,0.002528090805670363,77.63,4.845833333333331,5630220,1909405,0.8561801320442776,0.29036070082980836,0.10899872505617417,1.2555395579302602,5.0369303862017345,0.7773204031919843,5.066297234056694,5.046719335486721,4.431459685948607,4.767691465598913,2567761,0.382,0.33799999999999997,0.3629577591209046
13,Georgia,GA,2016,0,0,0,0,1,10310371,5014850,5295521,2511414,6784187,3140567,1937464,5483285,3205474,962360,398939,17272,208035,35006,607470,557471,2438209,918509,3791703,1282175,791800,30000,44401.01415098209,22582.72991893308,36,36.999449971295896,0.48638889909975114,0.5136111009002489,0.5318222787521419,0.46817772124785806,0.3108980268508282,0.09333902727651604,0.038692982046911795,0.0016752064498939952,0.020177256473118185,0.0033952221505899253,77.46,4.774999999999998,5865678,2073975,0.864610306290201,0.30570722770466086,0.11671258472091055,1.2870301187157724,5.24686745810515,0.7763594917733008,5.038842622094308,5.1775258461015365,4.354241763469901,4.757031897191221,4114732,0.591,0.526,0.5682165235146488
15,Hawaii,HI,2008,1,0,0,0,0,1288198,649535,638663,285838,865547,373696,258932,316563,32119,108663,588436,1772,239757,888,106604,92727,265415,83146,529094,167343,85964,34697.25,44751.890810481316,25345.860110695325,38,38.294951552478736,0.5042198481910389,0.49578015180896107,0.2457409497608287,0.7542590502391713,0.024933278890356916,0.0843527159644713,0.45679002761997767,0.0013755649364461052,0.1861181278033346,6.8933502458473e-4,81.01,6.254166666666668,782401,253307,0.9039382032402631,0.292655395951924,0.09931754139289951,1.2959111405850865,5.306074270567244,0.7102430852885768,3.149802436816482,4.587316992650322,5.362736321691992,5.358438065653388,453568,0.488,0.43799999999999994,0.4986274684405689
15,Hawaii,HI,2010,0,1,0,0,0,1363621,683618,680003,302473,928703,381473,286136,309719,20065,121094,646545,2193,263408,597,105985,95877,286579,92883,565069,182871,87880,33174,43502.581627695516,23446.63528249022,38,38.70756830526957,0.5013255149341349,0.4986744850658651,0.22712982566270246,0.7728701743372975,0.014714499116690047,0.08880326718347693,0.47413834195865273,0.001608218119257477,0.1931680430266181,4.3780493260224063e-4,81.36,6.4,835820,270751,0.8999863250145633,0.29153669149340533,0.09462659213979066,1.2861496086477593,5.240997390985061,0.7512432072518894,4.3212344929111275,4.93440975829375,5.051486483811071,5.42348104603012,382563,0.39899999999999997,0.36,0.39632704183591966
15,Hawaii,HI,2012,0,0,1,0,0,1392313,704518,687795,301575,953569,384582,299669,317230,22948,131269,641202,2438,273309,3917,109902,101857,279558,95598,570854,189238,97879,31509,41894.99840891075,22415.332008371108,38,38.84699345621279,0.5060054743437719,0.49399452565622815,0.22784388280508766,0.7721561171949123,0.016481926118624188,0.09428124279526227,0.46053006759256,0.0017510430485099255,0.19629853344757967,0.0028133041923762833,81.42,6.425000000000001,857971,287117,0.8997471604047531,0.3010972462401777,0.10264490561249369,1.3034893122574245,5.3565954150494965,0.7269138961261837,3.626111317890965,4.779767382663319,4.694484283617369,5.243515960173367,434697,0.442,0.39899999999999997,0.4395847427546894
15,Hawaii,HI,2014,0,0,0,1,0,1419561,715904,703657,307392,974204,392282,318977,325829,29225,142454,635879,1459,283583,1132,102106,90572,286963,83816,582598,203370,104420,34077.44,43283.197022542256,23223.051714864527,38,39.028372856115375,0.5043136575321525,0.49568634246784743,0.22952800196680523,0.7704719980331948,0.020587350596416778,0.10035074223650833,0.44794059571938083,0.0010277825327689334,0.19976809732022788,7.974296278920033e-4,81.62,6.508333333333335,890388,307790,0.9139646316377268,0.31593998792860634,0.10718494278405755,1.337089562350391,5.58059708233594,0.7315222212591962,3.757777750262749,4.972990638311543,5.237770123792114,5.534494427907546,366125,0.36200000000000004,0.32899999999999996,0.35838496001848086
15,Hawaii,HI,2016,0,0,0,0,1,1428557,719511,709046,306799,993652,379974,337837,316084,22773,148706,646326,2241,289855,2572,114816,103676,274472,76901,588425,218363,109963,35000,46629.85673810014,25343.185911377706,39,39.56907004760748,0.5036627869941487,0.4963372130058514,0.22126103473645084,0.7787389652635491,0.01594126100673617,0.10409525136203876,0.45243276957097267,0.0015687158440300247,0.20290054929554788,0.0018004181842236607,81.74,6.558333333333332,916751,328326,0.9226077137669929,0.3304235285592944,0.11066550462334902,1.3636967469496364,5.757978312997576,0.7223441603899214,3.495547439712042,5.003834688569064,5.422967602946497,5.624852648299326,428937,0.423,0.38299999999999995,0.42131871499545226
16,Idaho,ID,2008,1,0,0,0,0,1523816,766322,757494,413541,958338,487174,252920,1291988,8513,159257,18460,14022,31131,445,59693,51570,357152,114087,613029,160696,70526,27537.499999999996,36505.663382721694,19947.451366620706,34,35.42132186563207,0.5028966751891304,0.49710332481086955,0.8478635215800333,0.1521364784199667,0.005586632506811846,0.10451196207416119,0.012114323514125065,0.009201898391931834,0.020429631924064322,2.920300088724623e-4,79.27,5.529166666666665,844251,231222,0.8809532753579635,0.24127395553552086,0.07359198946509478,1.1958192203585791,4.638794802390527,0.7331097308148629,3.8031351661389396,4.360241590306664,3.760439995290696,4.492309116217501,655032,0.636,0.586,0.6187105945471117
16,Idaho,ID,2010,0,1,0,0,0,1571450,788698,782752,428897,988168,510205,281167,1320613,8059,177040,23889,16154,25445,250,59650,52289,386859,114338,632380,165804,75646,25433.399999999998,35135.2572283046,17842.397057895956,34,35.81738012663463,0.5018918832925006,0.49810811670749944,0.8403786312004836,0.15962136879951638,0.005128384612937097,0.11266028190524675,0.015201883610678037,0.01027967800439085,0.016192051926564636,1.590887396990041e-4,79.38,5.5749999999999975,873830,241450,0.8842929542345026,0.2443410432234195,0.07655176042940066,1.2051857578873226,4.7012383859154845,0.7582422751639047,4.52120786182585,4.641228211218939,3.2093678556752177,4.362804621787293,452535,0.423,0.39399999999999996,0.41506919425019995
16,Idaho,ID,2012,0,0,1,0,0,1595728,796545,799183,424523,1011961,519281,310067,1331443,7135,183924,21184,15396,34210,2436,55205,51636,393489,103585,647444,173169,87763,25207.2,34846.54875360177,17885.72022892197,35,36.41598192173102,0.49917341802612974,0.5008265819738702,0.8343796687154703,0.1656203312845297,0.004471313406796146,0.11526024485375953,0.013275445439322993,0.00964826085648682,0.021438490770356852,0.0015265759578073457,79.49,5.620833333333332,908376,260932,0.8976393359032611,0.25784788148950405,0.08672567421076503,1.24221289160353,4.948085944023533,0.7577573606582948,4.507353161665566,4.801175016570877,3.1474312348127254,4.395768696562011,652274,0.598,0.556,0.582611701467261
